brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,depth,width,features/0/description,features/1/description
Lenovo,21JT001QUS,5.0,2.0,909.99,USD,9.75,14.02,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
ASUS,GV601VI-CS94,4.5,46.0,,USD,9.57,13.98,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",ROG Nebula HDR is the new standard of gaming displays. The 240Hz ultra bright 1100 nits HDR display features mini LED technology and a Touchscreen QHD 16:10 2560x1600 resolution that gives you a superb gaming and creating experience
Dell,5480,4.5,13.0,323.99,USD,9.0,13.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",Typical 1366 x 768 HD resolution.
Lenovo,21JK0053US,,,1039.99,USD,8.63,0.71,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Microsoft,XKQ-00006,,,999.99,USD,10.95,8.12,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Handle whatever the day throws at you, wherever you are, with faster performance, all-day battery life¹, and Windows 11."
Microsoft,GSRF THR-00001,2.8,6.0,,USD,8.98,12.72,"Focus on the things you love with incredible performance to handle your most complex workloads, powered by quad-core 11th Gen Intel Core H Series processors.","Family, friends, passions, music, creations – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next."
ASUS,G834JYR-XS97,5.0,1.0,,USD,11.57,15.71,"Windows 11 Pro features BitLocker Drive Encryption for enhanced security and combines the power of Windows 10 with a redesigned, refreshed look. It introduces new tools, sounds, and apps, ensuring every detail has been carefully considered. Together, these elements create a refreshing experience on your PC.","The Nebula HDR badge means you are getting the highest tier panel, featuring Mini LEDS with up to 110 nits brightness, 2000 dimming zones, QHD 240Hz/3ms, 100% DCI-P3 color with Pantone Validation, among other premium features."
ASUS,UX6404VI-DS96T,5.0,3.0,,USD,8.78,12.67,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","The all-new 14.5-inch 2.8K 120 Hz OLED NanoEdge display produces jaw-dropping detail, ultra-vivid colors and a cinema-grade 100% DCI-P3 color gamut. Creating or enjoying visual content with bright and clear HDR images, along with the deepest blacks."
HP,16-R0010nr,5.0,2.0,,USD,14.53,10.21,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.",Offering more than just a performance score. This 13th Gen Intel Core processor advances real-world computing and delivers more ultra-efficient multi-tasking.
Microsoft,QCB-00001,4.5,79.0,,USD,8.2,11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.
Dell,BB5-32866,4.4,10.0,409.99,USD,,,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",Its 1366 x 768 resolution boasts impressive color and clarity.
Dell,9268W,5.0,2.0,1109.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
HP,BB5-32872,4.4,42.0,309.99,USD,9.33,13.4,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",Its 1280 x 720 resolution provides bright colors and clarity.
ASUS,GA402XZ-CS94,4.1,24.0,,USD,8.94,12.28,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",ROG Nebula is the new standard of gaming displays. The 165Hz ultra bright 500 nits display features a Touchscreen QHD 16:10 2560x1600 resolution that gives you a superb gaming and creating experience.
Dell,R3T1W,4.7,3.0,979.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
ASUS,K3605VV-ES96,4.9,9.0,,USD,9.81,14.12,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","16” 3.2K (3200 x 2000) OLED 16:10 aspect ratio with ultra-slim NanoEdge bezels, 120Hz refresh rate, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1 Contrast ratio, VESA CERTIFIED Display HDR True Black 500"
ASUS,G713PI-DS94,4.9,7.0,,USD,11.1,15.55,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The Strix G17 has a fast QHD 240Hz/3ms panel to help you stay locked to your target. It also covers 100% of the DCI-P3 color space and feature Dolby Vision and Adaptive-Sync support for a stellar viewing experience
ASUS,UX5304VA-XS76T,3.9,18.0,,USD,8.52,11.66,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","The 13.3"" OLED 2880 x 1800 60Hz display boasts impressive color and clarity with a smooth 0.2ms response time. VESA Display HDR 500 True Black certification and TUV-certified 70% blue-light reduction."
MSI,Thin GF63 12UCX-898US,4.6,114.0,699.99,USD,9.99,14.13,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",IPS technology offers wide viewing angles. 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.
HP,16-aa0023dx,5.0,3.0,,USD,9.67,14.05,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.","With a dedicated engine that helps unlock AI experiences on the PC and high-performance low power processing, enjoy superior performance with less drain on battery, so you can do more for longer while unplugged."
Lenovo,21HM000JUS,5.0,2.0,,USD,8.76,0.6,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Microsoft,Z3G-00001,5.0,3.0,3506.0,USD,12.72,9.06,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,"Windows 11 is optimized for touch on Surface Laptop Studio 2. Tap, drag, swipe, and pinch like you do on your smartphone."
Razer,RZ09-0423QEF3-R3U1,3.7,6.0,,USD,0.78,15.55,"Play like never before on the new GeForce RTX 3070 Ti, up to 70% faster than RTX 2070 SUPER laptops and delivering up to 100 frames per second at 1440p resolution.",Experience cutting-edge speed on the all-new Intel Core i9-12900H  processor with up to 5.3GHz of Turbo Boost for unrivalled performance to take on the most demanding gaming and creative tasks.
Acer,NX.VP2AA.008,5.0,1.0,1099.99,USD,9.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity LED backlight.
Razer,RZ09-0484UEH4-R3U1,4.5,28.0,,USD,10.84,15.71,"Get the workspace you need to truly create with a high resolution QHD+ (2560x1600) display featuring 100% DCI-P3 color space, and play on another level with ultra-fast refresh rates for silky-smooth gameplay","The RTX 40 Series Laptop GPUs power the world’s fastest laptops for gamers and creators, are built to bring a quantum leap in performance with AI-powered DLSS 3 and enable lifelike virtual worlds with full ray tracing"
